player_id,name,team_code,season,position,current_overall,reason_flagged,recommended_next_step
edd-hargett,Edd Hargett,NO,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ed-baker,Ed Baker,NYG,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,NYG,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
randy-johnson,Randy Johnson,NYG,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
al-woodall,Al Woodall,NYJ,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-davis,Bob Davis,NYJ,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1971,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ken-stabler,Ken Stabler,LV,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-lee,Bob Lee,MIN,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
brian-dowling,Brian Dowling,NE,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-plunkett,Jim Plunkett,NE,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
edd-hargett,Edd Hargett,NO,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
norm-snead,Norm Snead,NYG,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
randy-johnson,Randy Johnson,NYG,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
al-woodall,Al Woodall,NYJ,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-davis,Bob Davis,NYJ,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-reaves,John Reaves,PHI,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
pete-liske,Pete Liske,PHI,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
rick-arrington,Rick Arrington,PHI,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-gilliam,Joe Gilliam,PIT,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
terry-bradshaw,Terry Bradshaw,PIT,1972,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-griese,Bob Griese,MIA,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
earl-morrall,Earl Morrall,MIA,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-berry,Bob Berry,MIN,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
brian-dowling,Brian Dowling,NE,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
dick-shiner,Dick Shiner,NE,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-plunkett,Jim Plunkett,NE,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-davis,Bob Davis,NO,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
norm-snead,Norm Snead,NYG,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
randy-johnson,Randy Johnson,NYG,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
al-woodall,Al Woodall,NYJ,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bill-demory,Bill Demory,NYJ,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tim-van-galder,Tim Van Galder,NYJ,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-reaves,John Reaves,PHI,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
rick-arrington,Rick Arrington,PHI,1973,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ken-stabler,Ken Stabler,LV,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
larry-lawrence,Larry Lawrence,LV,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-griese,Bob Griese,MIA,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
don-strock,Don Strock,MIA,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
earl-morrall,Earl Morrall,MIA,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-berry,Bob Berry,MIN,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
hal-chealander,Hal Chealander,MIN,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
dick-shiner,Dick Shiner,NE,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-plunkett,Jim Plunkett,NE,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
neil-graff,Neil Graff,NE,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
larry-cipa,Larry Cipa,NO,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
carl-summerell,Carl Summerell,NYG,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
craig-morton,Craig Morton,NYG,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-del-gaizo,Jim Del Gaizo,NYG,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
al-woodall,Al Woodall,NYJ,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bill-demory,Bill Demory,NYJ,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-reaves,John Reaves,PHI,1974,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ken-stabler,Ken Stabler,LV,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
larry-lawrence,Larry Lawrence,LV,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
pete-beathard,Pete Beathard,LV,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-griese,Bob Griese,MIA,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
don-strock,Don Strock,MIA,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
earl-morrall,Earl Morrall,MIA,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-del-gaizo,Jim Del Gaizo,MIA,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-berry,Bob Berry,MIN,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-lee,Bob Lee,MIN,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jim-plunkett,Jim Plunkett,NE,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
neil-graff,Neil Graff,NE,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-grogan,Steve Grogan,NE,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
larry-cipa,Larry Cipa,NO,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
carl-summerell,Carl Summerell,NYG,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
craig-morton,Craig Morton,NYG,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
mike-wells,Mike Wells,NYG,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1975,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-berry,Bob Berry,MIN,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-lee,Bob Lee,MIN,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-grogan,Steve Grogan,NE,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tom-owen,Tom Owen,NE,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-douglass,Bobby Douglass,NO,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
craig-morton,Craig Morton,NYG,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
dennis-shaw,Dennis Shaw,NYG,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
norm-snead,Norm Snead,NYG,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-namath,Joe Namath,NYJ,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
richard-todd,Richard Todd,NYJ,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-joachim,Steve Joachim,NYJ,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-walton,John Walton,PHI,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
mike-boryla,Mike Boryla,PHI,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
roman-gabriel,Roman Gabriel,PHI,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
mike-kruczek,Mike Kruczek,PIT,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
neil-graff,Neil Graff,PIT,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
terry-bradshaw,Terry Bradshaw,PIT,1976,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-griese,Bob Griese,MIA,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
don-strock,Don Strock,MIA,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bob-lee,Bob Lee,MIN,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
fran-tarkenton,Fran Tarkenton,MIN,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tommy-kramer,Tommy Kramer,MIN,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
steve-grogan,Steve Grogan,NE,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
tom-owen,Tom Owen,NE,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
archie-manning,Archie Manning,NO,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-douglass,Bobby Douglass,NO,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
bobby-scott,Bobby Scott,NO,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
jerry-golsteyn,Jerry Golsteyn,NYG,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
joe-pisarcik,Joe Pisarcik,NYG,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
randy-dean,Randy Dean,NYG,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
marty-domres,Marty Domres,NYJ,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
matt-robinson,Matt Robinson,NYJ,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
richard-todd,Richard Todd,NYJ,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
john-walton,John Walton,PHI,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
roman-gabriel,Roman Gabriel,PHI,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
ron-jaworski,Ron Jaworski,PHI,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
00-0015777,Cliff Stoudt,PIT,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
mike-kruczek,Mike Kruczek,PIT,1977,QB,71,"Starting-QB-critical, rated on a position prior only: no recorded starts, box score, or experience, and the QB room had no signal to tell starter from backup.",Designate the season's starter (add games_started) or add a manual override if this is a known starter/legend.
