priority,player_id,name,team_code,team_name,position,current_overall,suggested_overall,issue,reason,data_needed,confidence
3,00-0015255,Mark Smith,ARI,Arizona Cardinals,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0008934,Antony Jordan,ATL,Atlanta Falcons,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0001502,Chris Bordano,ATL,Atlanta Falcons,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0003660,Henri Crockett,ATL,Atlanta Falcons,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0009110,Jeff Kelly,ATL,Atlanta Falcons,LB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0002775,Johndale Carty,ATL,Atlanta Falcons,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018957,Mark Simoneau,ATL,Atlanta Falcons,LB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015957,Shawn Swayda,ATL,Atlanta Falcons,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019624,Lester Towns,CAR,Carolina Panthers,LB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0003857,Robert Daniel,CAR,Carolina Panthers,EDGE,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0007788,Bobbie Howard,CHI,Chicago Bears,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0014894,Clyde Simmons,CHI,Chicago Bears,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0005244,Charles Fisher,CIN,Cincinnati Bengals,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000725,Michael Bankston,CIN,Cincinnati Bengals,EDGE,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0006724,Michael Hamilton,CLE,Cleveland Browns,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0016399,Mike Thompson,CLE,Cleveland Browns,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019615,Todd Franz,CLE,Cleveland Browns,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0013986,Tyrone Rogers,CLE,Cleveland Browns,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019425,Aaron Fields,DAL,Dallas Cowboys,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018998,Earl Riley,DAL,Dallas Cowboys,S,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011885,Greg Myers,DAL,Dallas Cowboys,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011886,Michael Myers,DAL,Dallas Cowboys,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0014420,Noel Scarlett,DAL,Dallas Cowboys,DT,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0014939,Antoine Simpson,LAC,San Diego Chargers,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0009034,Andy Katzenmoyer,NE,New England Patriots,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0003837,Antico Dalton,NE,New England Patriots,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019592,Antwan Harris,NE,New England Patriots,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0012423,Chuck Osborne,NE,New England Patriots,DT,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0008507,Garrett Johnson,NE,New England Patriots,DT,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0017501,Larry Whigham,NE,New England Patriots,S,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019213,Lonie Paxton,NE,New England Patriots,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015674,Matt Stevens,NE,New England Patriots,S,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0003161,Antonio Cochran,SEA,Seattle Seahawks,EDGE,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019418,Dwan Epps,SEA,Seattle Seahawks,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019474,Isaiah Kacyvenski,SEA,Seattle Seahawks,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0009115,Maurice Kelly,SEA,Seattle Seahawks,S,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019495,Tim Watson,SEA,Seattle Seahawks,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0013029,Anthony Pleasant,SF,San Francisco 49ers,EDGE,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0013141,Jeff Posey,SF,San Francisco 49ers,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0019612,John Keith,SF,San Francisco 49ers,S,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0009492,Brad Kubik,KC,Kansas City Chiefs,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0001835,Ethan Brooks,ARI,Arizona Cardinals,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0008950,Matt Joyce,ARI,Arizona Cardinals,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0006688,Bob Hallen,ATL,Atlanta Falcons,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0015842,Dan Stryzinski,ATL,Atlanta Falcons,P,77,,P rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0014255,Ephraim Salaam,ATL,Atlanta Falcons,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0019086,Ryan Johanningmeier,ATL,Atlanta Falcons,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0008711,Clarence Jones,CAR,Carolina Panthers,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0012023,Jamar Nesbit,CAR,Carolina Panthers,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0004250,James Dexter,CAR,Carolina Panthers,LG,77,,LG rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0015640,Jamain Stephens,CIN,Cincinnati Bengals,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0004461,Mike Doughty,CIN,Cincinnati Bengals,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0002885,Roger Chanoine,CLE,Cleveland Browns,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0019684,Jason Thomas,LAC,San Diego Chargers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0008225,Kendyl Jacox,LAC,San Diego Chargers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0014086,Raleigh Roundtree,LAC,San Diego Chargers,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0019080,Josh Rawlings,NE,New England Patriots,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0019727,Chris McIntosh,SEA,Seattle Seahawks,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0017860,Kevin R. Williams,SF,San Francisco 49ers,WR,77,,Skill player rated 77 on low-confidence evidence,No box-score production on file to confirm a rating this high.,"Box-score stats or recorded starts, or a curated override for a known contributor.",low
5,00-0019019,Micah Knorr,DAL,Dallas Cowboys,P,77,,P rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
