priority,player_id,name,team_code,team_name,position,current_overall,suggested_overall,issue,reason,data_needed,confidence
3,00-0017148,Zack Walz,ARI,Arizona Cardinals,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0014376,Craig Sauer,ATL,Atlanta Falcons,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0002748,Marty Carter,ATL,Atlanta Falcons,S,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0010430,Whit Marshall,ATL,Atlanta Falcons,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000559,Jerry Azumah,CHI,Chicago Bears,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000325,Ken Anderson,CHI,Chicago Bears,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0003794,Canute Curtis,CIN,Cincinnati Bengals,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,james-e-williams,James E. Williams,CLE,Cleveland Browns,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0012323,Kendall Ogle,CLE,Cleveland Browns,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0008811,Lenoy Jones,CLE,Cleveland Browns,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0008178,Raymond Jackson,CLE,Cleveland Browns,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011038,Ryan McNeil,CLE,Cleveland Browns,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0004609,Mike Dumas,LAC,San Diego Chargers,S,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0001828,Bobby Brooks,LV,Oakland Raiders,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0000846,Eric Barton,LV,Oakland Raiders,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0006960,Johnnie Harris,LV,Oakland Raiders,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0007075,Richard Harvey,LV,Oakland Raiders,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0010491,Russell Maryland,LV,Oakland Raiders,DT,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0015986,Sam Sword,LV,Oakland Raiders,LB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018599,Joe Tuipala,NO,New Orleans Saints,LB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011415,Kevin Mitchell,NO,New Orleans Saints,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018579,Robert Newkirk,NO,New Orleans Saints,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0018072,Troy Wilson,NO,New Orleans Saints,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0017342,Andre Weathers,NYG,New York Giants,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0007667,Bernard Holsey,NYG,New York Giants,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0017460,Lyle West,NYG,New York Giants,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0002946,O.J. Childress,NYG,New York Giants,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011516,Pete Monty,NYG,New York Giants,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0006991,Robert Harris,NYG,New York Giants,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0012940,Ryan Phillips,NYG,New York Giants,LB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0008306,Greg Jefferson,PHI,Philadelphia Eagles,EDGE,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0017947,Tyrone M. Williams,PHI,Philadelphia Eagles,EDGE,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0007296,Kevin Henry,PIT,Pittsburgh Steelers,EDGE,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0017023,Darnell Walker,SF,San Francisco 49ers,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0013700,David Richie,SF,San Francisco 49ers,DT,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0009141,Matt Keneley,SF,San Francisco 49ers,DT,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0011502,Monty Montgomery,SF,San Francisco 49ers,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
3,00-0014675,Wasswa Serwanga,SF,San Francisco 49ers,CB,77,,Defensive starter rated 77 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0011859,Eddie Murray,DAL,Dallas Cowboys,K,75,,K rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0001303,Roosevelt Blackmon,CIN,Cincinnati Bengals,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0008265,Tory James,DEN,Denver Broncos,CB,78,,Defensive starter rated 78 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0004318,Charles Dimry,LAC,San Diego Chargers,CB,75,,Defensive starter rated 75 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0006724,Michael Hamilton,LAC,San Diego Chargers,LB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0001526,Jason Bostic,PHI,Philadelphia Eagles,CB,76,,Defensive starter rated 76 on low-confidence evidence,Statless defensive group (no recorded starts/box score) — engine cannot confirm a rating this high without a human check.,"Recorded starts or box score (sacks/INT/tackles), or a curated override for a known starter.",low
4,00-0006197,Aaron Graham,ARI,Arizona Cardinals,C,75,,C rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0003105,Anthony Clement,ARI,Arizona Cardinals,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0003869,Jerome Daniels,ARI,Arizona Cardinals,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0006688,Bob Hallen,ATL,Atlanta Falcons,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0001267,Greg Bishop,ATL,Atlanta Falcons,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0010711,Todd McClure,ATL,Atlanta Falcons,C,75,,C rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0017638,Casey Wiegmann,CHI,Chicago Bears,C,76,,C rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0007967,Greg Huntington,CHI,Chicago Bears,LG,75,,LG rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0017821,James O. Williams,CHI,Chicago Bears,LT,75,,LT rated 75 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0018127,Jerry Wisne,CHI,Chicago Bears,LG,78,,LG rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0004461,Mike Doughty,CIN,Cincinnati Bengals,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0008856,Rod Jones,CIN,Cincinnati Bengals,LT,76,,LT rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0005596,Lennie Friedman,DEN,Denver Broncos,C,77,,C rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0005446,Roman Fortin,LAC,San Diego Chargers,C,76,,C rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0009398,Tim Kohn,LV,Oakland Raiders,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
4,00-0006628,Mike Halapin,NO,New Orleans Saints,LG,76,,LG rated 76 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
5,00-0002885,Roger Chanoine,CLE,Cleveland Browns,LT,78,,LT rated 78 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
5,00-0001875,Anthony Brown,PIT,Pittsburgh Steelers,LT,77,,LT rated 77 on low-confidence evidence,Engine flagged this rating as unconfirmed (no recorded starts/stats/awards).,"Any recorded starts, box score, or awards, or a curated override if a notable starter.",low
