player_id,season,team_code,status,rating_source,rating_confidence,needs_manual_review,note,overall,speed,strength,awareness,pass_rating,run_rating,receiving,blocking,pass_block,run_block,pass_rush,run_defense,tackling,coverage,man_coverage,zone_coverage,hands,kicking,punting,clutch,playoff_clutch,durability
darris-mccord,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,70,61,61,32,36,32,32,37,31,74,59,74,54,36,34,36,31,33,58,58,61
dick-lebeau,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,53,60,35,31,34,32,37,36,35,34,66,75,73,63,61,33,33,64,63,63
john-mccambridge,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,74,60,64,35,34,33,33,34,34,73,64,76,54,35,34,36,36,37,60,64,62
johnnie-robinson,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,52,64,36,32,36,35,37,35,36,32,61,76,75,65,58,34,35,64,63,60
karl-sweetan,1967,DET,generated_low_confidence,generated,0.33,true,Rated 73 (QB): position-based prior (no starts or stats on file) — low confidence.,73,60,51,70,73,50,35,35,32,37,37,35,36,33,31,34,65,32,37,76,59,65
larry-hand,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,75,60,58,31,33,33,36,35,35,71,60,75,48,36,33,32,31,34,61,59,61
lem-barney,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,73,51,66,36,36,32,33,31,33,33,34,60,72,75,61,59,34,31,61,66,62
lew-kamanu,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,60,60,37,33,35,33,34,37,71,59,73,51,36,34,32,34,32,66,63,66
mike-bass,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,73,53,58,37,34,33,37,33,31,35,35,62,71,71,62,64,34,36,62,60,65
mike-melinkovich,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,58,66,37,35,34,35,37,36,74,66,75,53,32,33,31,36,34,63,64,63
mike-weger,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,48,64,36,35,36,33,37,32,32,37,59,73,70,64,65,35,36,61,58,62
milt-plum,1967,DET,generated_low_confidence,generated,0.33,true,Rated 73 (QB): position-based prior (no starts or stats on file) — low confidence.,73,63,47,75,74,53,37,32,36,35,37,33,33,34,32,35,58,36,37,72,65,67
pat-studstill,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,76,47,64,32,66,72,53,36,32,35,35,32,37,33,37,74,34,34,65,62,62
ron-kramer,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,58,59,63,32,48,74,76,62,60,33,32,31,33,37,37,72,34,35,64,60,68
tom-vaughn,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,52,60,34,34,34,34,37,37,35,35,59,74,76,66,58,37,36,60,64,67
wayne-rasmussen,1967,DET,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,53,61,34,36,37,36,33,33,33,35,59,74,72,62,64,32,36,65,61,67
alex-karras,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,50,75,64,37,31,34,33,34,31,71,72,60,34,34,35,33,36,37,63,65,64
amos-marsh,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,74,74,65,35,71,64,50,54,32,35,36,34,31,32,33,58,32,31,59,60,61
bill-malinchak,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,73,47,61,35,62,71,50,33,33,34,34,32,35,31,32,73,32,33,59,58,60
bob-kowalkowski,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,51,71,59,31,36,32,71,73,69,32,34,31,35,37,36,34,36,37,46,53,65
bobby-felts,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,75,72,63,31,71,58,46,47,37,32,35,33,35,34,35,63,34,32,65,64,62
chuck-walton,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,51,74,60,33,32,35,74,73,75,37,35,36,35,32,34,32,32,34,52,52,59
denis-moore,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,50,71,63,36,34,34,33,35,33,75,74,63,31,35,34,33,33,35,64,65,66
ed-flanagan,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (C): position-based prior (no starts or stats on file) — low confidence.,72,47,74,64,34,34,34,70,72,70,34,35,32,33,33,37,35,32,33,51,53,63
ernie-clark,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,64,58,73,34,35,37,32,34,36,59,71,73,61,49,61,32,34,37,62,61,60
frank-gallagher,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,51,74,64,32,35,32,73,71,72,35,35,37,33,32,35,33,31,31,54,47,65
gail-cogdill,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,73,47,58,36,60,70,54,35,34,32,36,37,36,33,36,71,36,35,59,62,63
jerry-rush,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,50,75,60,37,33,36,32,33,33,70,74,65,32,32,35,33,35,36,63,64,66
jerry-zawadzkas,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (TE): position-based prior (no starts or stats on file) — low confidence.,72,59,60,62,33,47,74,72,58,63,31,32,37,35,33,35,72,31,34,60,63,64
jim-gibbons,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (TE): position-based prior (no starts or stats on file) — low confidence.,72,65,61,61,32,51,72,73,65,64,36,33,34,36,34,36,73,34,35,62,65,61
john-gordy,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,53,73,59,34,36,36,70,69,73,33,31,32,31,34,34,33,36,32,51,51,62
john-henderson,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (WR): position-based prior (no starts or stats on file) — low confidence.,72,74,53,65,34,59,72,51,34,36,32,34,34,36,34,31,72,34,36,65,62,61
mel-farr,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,73,74,65,34,75,63,53,53,36,34,34,37,36,36,35,63,36,32,58,60,64
mike-lucci,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,62,59,72,36,34,34,35,36,32,64,71,71,60,50,60,34,33,36,58,58,61
paul-naumoff,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,65,58,74,32,32,36,36,37,35,64,72,71,62,53,58,35,36,36,64,58,66
ron-goovert,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,64,61,73,32,34,31,35,34,33,62,71,74,64,53,59,34,36,34,59,60,66
tom-nowatzke,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,72,72,64,32,75,65,47,51,34,35,31,31,33,31,36,65,34,31,60,58,67
tom-watkins,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,73,69,63,33,72,65,47,53,33,36,36,35,37,37,32,61,35,37,60,63,67
wayne-walker,1967,DET,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,59,63,73,32,35,36,36,35,36,58,71,73,63,47,63,34,31,32,60,64,60
henry-jordan,1967,GB,generated_low_confidence,generated,0.45,,Rated 81 (DT): lead starter by within-roster depth rank — low confidence.,81,56,78,66,33,35,38,34,36,35,82,82,70,38,36,37,35,35,33,69,68,70
ron-kostelnik,1967,GB,generated_low_confidence,generated,0.45,,Rated 78 (DT): starter by within-roster depth rank — low confidence.,78,52,75,66,35,33,36,38,38,35,79,81,67,34,35,33,34,37,37,64,66,72
don-chandler,1967,GB,generated_low_confidence,generated,0.45,,Rated 76 (K): lead starter by within-roster depth rank — low confidence.,76,35,32,63,35,34,36,33,36,35,34,33,32,33,32,35,33,77,51,60,67,66
bob-skoronski,1967,GB,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,49,78,64,37,36,32,75,76,74,37,34,33,36,34,35,35,33,32,51,50,66
forrest-gregg,1967,GB,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,50,78,64,37,37,34,76,76,74,33,35,36,37,32,34,33,35,35,52,48,64
steve-wright,1967,GB,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,50,77,67,32,35,36,78,73,78,37,36,33,33,34,35,37,35,35,49,49,65
allen-brown,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,62,60,63,31,47,76,71,64,61,34,35,35,36,33,34,71,35,32,66,63,62
bart-starr,1967,GB,generated_low_confidence,generated,0.33,true,Rated 73 (QB): position-based prior (no starts or stats on file) — low confidence.,73,64,54,75,73,50,32,37,36,35,35,35,35,31,33,34,65,37,32,72,65,67
bob-brown,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,64,62,32,32,35,37,33,35,73,62,73,48,32,31,37,36,35,64,61,62
bob-jeter,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,70,53,65,33,37,33,37,31,34,36,34,59,71,72,65,64,33,37,62,66,63
bob-long,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,71,54,63,31,66,75,47,33,32,36,34,34,37,33,32,71,33,35,64,60,64
boyd-dowler,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,74,50,62,35,62,73,52,33,31,35,37,33,34,37,33,71,31,32,64,59,64
carroll-dale,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,75,47,65,37,62,75,54,35,34,34,33,32,36,37,32,75,37,35,61,60,63
claudis-james,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,72,53,62,32,61,72,54,33,35,35,32,35,36,32,33,76,37,36,65,58,63
dick-capp,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,59,63,65,36,46,74,75,60,64,35,32,34,36,37,35,74,33,36,62,58,65
don-horn,1967,GB,generated_low_confidence,generated,0.33,true,Rated 73 (QB): position-based prior (no starts or stats on file) — low confidence.,73,65,47,75,70,52,33,35,35,33,34,35,36,33,35,33,63,34,33,72,59,66
doug-hart,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,48,59,34,32,32,37,37,34,32,33,62,72,75,62,58,32,33,60,64,61
herb-adderley,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,73,54,62,34,36,33,31,32,34,33,36,64,70,75,58,65,34,31,61,65,64
jim-weatherwax,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,61,66,35,35,34,36,31,32,72,60,75,54,36,32,33,32,33,61,62,62
john-rowser,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,74,52,65,37,36,35,35,36,33,34,34,65,73,70,64,63,37,35,64,63,65
lee-roy-caffey,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,65,65,71,32,34,33,36,36,35,62,75,71,62,47,58,32,36,33,62,60,62
lionel-aldridge,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,66,63,32,32,36,37,35,35,75,65,76,48,35,37,35,32,36,62,66,61
marv-fleming,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,61,63,61,31,47,75,72,60,64,37,34,37,34,37,34,74,35,33,61,65,63
max-mcgee,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,72,53,61,31,65,75,49,36,31,35,36,33,37,37,35,72,35,35,60,61,62
ray-nitschke,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,61,59,73,31,36,33,33,34,34,60,73,74,61,47,61,32,37,33,59,59,65
tom-brown,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,72,51,63,32,32,32,33,33,31,33,35,66,73,75,62,64,36,35,60,65,63
tommy-crutcher,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,58,64,73,35,34,37,33,33,36,66,71,73,65,52,63,36,34,32,63,62,65
willie-davis,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,71,63,62,35,35,35,37,36,34,73,65,73,48,32,35,35,33,32,64,63,67
willie-wood,1967,GB,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,75,51,62,33,33,34,37,31,34,35,32,62,70,72,62,66,31,32,58,60,66
zeke-bratkowski,1967,GB,generated_low_confidence,generated,0.33,true,Rated 73 (QB): position-based prior (no starts or stats on file) — low confidence.,73,63,51,74,73,51,35,32,32,34,35,35,35,34,36,36,62,32,36,73,59,67
ben-wilson,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,75,75,64,32,72,59,47,52,34,35,37,36,35,36,35,60,35,36,58,64,61
bob-hyland,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (C): position-based prior (no starts or stats on file) — low confidence.,72,53,71,64,32,32,35,70,73,73,34,36,32,33,34,35,36,34,34,48,53,63
chuck-mercein,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,74,70,65,31,73,61,48,50,35,34,31,32,31,36,31,63,35,37,64,58,61
dave-robinson,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,62,64,73,31,34,32,32,37,35,65,73,70,61,51,58,33,31,32,62,58,60
donny-anderson,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,71,74,63,34,74,64,53,53,36,31,35,36,36,36,36,63,33,34,58,59,61
elijah-pitts,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,73,74,63,35,72,59,50,52,35,36,36,33,35,33,35,59,35,37,58,59,63
fuzzy-thurston,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,48,71,63,36,33,31,71,73,69,31,36,37,33,33,34,36,33,35,51,47,66
gale-gillingham,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,47,70,64,32,31,32,72,71,70,34,37,34,33,36,32,33,31,35,52,46,61
jerry-kramer,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,47,71,64,34,34,36,71,72,72,37,32,34,35,33,32,34,36,37,50,53,64
jim-flanigan,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (LB): position-based prior (no starts or stats on file) — low confidence.,72,62,61,71,32,34,37,31,37,32,60,74,72,64,48,65,32,35,36,59,59,67
jim-grabowski,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,71,74,62,36,71,59,52,52,32,35,36,35,37,32,36,65,36,33,62,59,64
ken-bowman,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (C): position-based prior (no starts or stats on file) — low confidence.,72,50,73,60,37,31,36,70,72,69,33,35,34,37,35,33,31,36,37,51,48,64
travis-williams,1967,GB,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,74,72,62,35,73,61,51,50,34,32,35,35,34,36,32,64,34,36,60,59,61
bob-vogel,1967,IND,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,54,76,66,34,33,37,77,74,73,33,36,35,32,33,33,35,37,32,47,49,68
jim-parker,1967,IND,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,50,73,64,32,36,33,75,77,78,33,33,34,35,32,32,37,34,35,49,49,68
sam-ball,1967,IND,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,48,78,65,34,34,37,75,72,73,37,37,36,37,32,36,34,34,34,51,52,64
david-lee,1967,IND,generated_low_confidence,generated,0.45,,Rated 74 (P): lead starter by within-roster depth rank — low confidence.,74,35,36,66,37,34,36,37,33,34,37,36,32,34,34,37,33,50,73,60,61,67
jim-ward,1967,IND,generated_low_confidence,generated,0.33,true,Rated 74 (QB): position-based prior (no starts or stats on file) — low confidence.,74,64,49,75,76,53,35,35,32,35,32,32,31,36,36,35,61,36,37,75,64,66
johnny-unitas,1967,IND,generated_low_confidence,generated,0.33,true,Rated 74 (QB): position-based prior (no starts or stats on file) — low confidence.,74,66,48,74,76,51,34,37,34,33,36,34,33,36,36,34,62,32,35,74,64,62
alex-hawkins,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,72,53,65,37,66,73,51,32,36,35,32,33,32,36,35,72,32,33,60,65,62
alvin-haymond,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,74,51,60,33,36,37,37,36,35,36,33,58,72,72,60,58,33,34,58,63,64
andy-stynchula,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,60,65,36,36,35,35,36,33,74,65,73,52,35,32,32,34,35,58,62,67
barry-brown,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,63,62,72,32,32,37,33,32,33,64,75,70,65,53,62,36,33,32,65,66,62
bill-curry,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,65,62,70,36,33,31,33,32,36,58,71,75,59,51,64,34,36,35,60,63,61
bobby-boyd,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,75,51,64,34,35,31,35,33,33,33,33,61,72,72,65,60,37,32,59,58,65
butch-wilson,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,63,59,59,37,49,72,71,58,64,35,35,36,36,34,34,70,36,32,64,62,62
charlie-stukes,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,71,53,61,32,36,31,36,33,32,34,32,64,70,74,61,64,34,36,63,62,61
dennis-gaubatz,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,65,65,74,35,33,32,32,34,31,61,73,72,58,53,59,37,32,36,60,66,64
don-alley,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,70,53,60,31,63,71,47,34,36,33,36,32,34,32,36,74,35,34,64,63,67
don-shinnick,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,59,59,73,35,34,34,33,37,35,63,75,76,64,52,60,34,32,34,62,64,61
george-harold,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,74,52,60,37,34,34,35,31,33,35,36,64,76,75,62,65,33,37,63,62,64
jerry-logan,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,72,52,60,36,32,33,34,34,34,32,34,59,75,75,64,66,34,32,60,65,61
jim-welch,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,76,50,63,36,37,34,34,37,34,32,36,63,73,74,60,58,37,33,64,63,64
jimmy-orr,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,70,52,60,34,65,72,54,33,35,32,34,31,36,37,35,75,34,37,59,64,67
john-mackey,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (TE): position-based prior (no starts or stats on file) — low confidence.,73,61,61,59,37,49,72,71,59,65,32,35,31,36,35,32,75,32,32,60,63,60
lenny-lyles,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,73,47,63,33,34,34,33,33,34,32,33,61,71,76,61,62,37,33,59,59,68
lenny-moore,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (RB): position-based prior (no starts or stats on file) — low confidence.,73,75,73,61,32,75,63,52,48,33,36,36,36,35,34,31,60,34,32,63,59,65
lou-michaels,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,74,60,60,35,37,35,32,36,31,71,60,74,54,35,33,33,34,36,62,62,61
mike-curtis,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,60,65,75,32,33,33,32,33,36,63,71,75,58,53,65,37,34,36,64,59,66
ordell-braase,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,73,64,65,32,37,32,35,37,33,73,64,75,48,36,34,31,36,36,65,61,61
preston-pearson,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (RB): position-based prior (no starts or stats on file) — low confidence.,73,75,72,65,34,74,58,47,52,35,36,34,36,33,35,35,61,34,35,65,65,62
ray-perkins,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,74,54,64,35,62,71,51,33,31,32,32,35,32,33,32,73,34,32,59,62,64
raymond-berry,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,75,52,61,35,60,71,52,36,33,34,33,32,32,35,34,72,32,32,65,58,61
rick-volk,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (CB): position-based prior (no starts or stats on file) — low confidence.,73,72,53,58,36,33,33,32,34,33,35,35,60,76,72,66,63,35,32,61,59,64
ron-porter,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (LB): position-based prior (no starts or stats on file) — low confidence.,73,64,62,75,34,33,33,33,35,35,62,74,70,65,48,60,35,37,32,61,64,66
roy-hilton,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (EDGE): position-based prior (no starts or stats on file) — low confidence.,73,72,64,58,33,34,33,35,33,34,72,58,75,52,35,34,34,33,35,59,64,60
tom-matte,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (RB): position-based prior (no starts or stats on file) — low confidence.,73,70,75,65,33,71,62,51,47,32,36,36,36,35,33,33,64,35,35,64,62,64
tony-lorick,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (RB): position-based prior (no starts or stats on file) — low confidence.,73,73,75,62,34,73,64,51,49,37,36,32,36,35,34,36,63,34,36,58,60,61
willie-richardson,1967,IND,generated_low_confidence,generated,0.33,,Rated 73 (WR): position-based prior (no starts or stats on file) — low confidence.,73,74,50,61,35,60,75,53,32,31,35,34,36,34,35,36,74,32,32,64,62,65
billy-ray-smith,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,49,73,64,37,33,31,35,35,32,73,71,63,35,35,35,35,33,35,61,62,60
bubba-smith,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,53,72,58,33,32,34,35,32,35,72,71,61,33,36,37,36,32,34,65,63,66
dale-memmelaar,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,51,73,61,31,34,33,70,73,74,35,34,35,33,34,35,35,35,35,47,53,65
dan-sullivan,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,50,70,59,37,37,32,75,70,74,36,32,31,33,32,34,36,33,34,53,51,65
dick-szymanski,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (C): position-based prior (no starts or stats on file) — low confidence.,72,49,73,64,35,34,37,72,72,73,37,32,36,31,37,37,35,32,33,47,50,63
fred-miller,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (DT): position-based prior (no starts or stats on file) — low confidence.,72,48,73,64,35,35,37,34,34,32,70,71,63,34,35,37,33,34,36,61,64,62
glenn-ressler,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,52,74,58,36,33,35,71,72,73,33,33,32,32,35,34,33,33,34,49,48,65
jerry-hill,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (RB): position-based prior (no starts or stats on file) — low confidence.,72,69,72,62,36,74,65,48,51,35,31,31,35,33,33,34,62,35,31,59,65,64
norman-davis,1967,IND,generated_low_confidence,generated,0.33,,Rated 72 (LG): position-based prior (no starts or stats on file) — low confidence.,72,52,71,59,35,34,32,73,71,74,33,34,35,31,35,34,33,35,34,48,52,66
jan-stenerud,1967,KC,generated_low_confidence,generated,0.45,,Rated 76 (K): lead starter by within-roster depth rank — low confidence.,76,35,34,61,33,35,34,35,34,36,34,35,33,36,36,35,33,75,52,63,64,68
bob-kelly,1967,KC,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,55,77,60,37,34,32,75,78,74,35,33,32,35,32,36,37,33,34,48,48,67
dave-hill,1967,KC,generated_low_confidence,generated,0.33,,Rated 75 (LT): position-based prior (no starts or stats on file) — low confidence.,75,54,76,63,35,33,34,72,76,76,34,35,33,34,34,36,37,36,32,48,55,68
